year,teamId,team,classification,conference,division,expectedWins,total,conferenceGames,homeGames,awayGames,neutralSiteGames,regularSeason,postseason
2006,2026,App State,fcs,Southern,,,"{'games': 13, 'wins': 12, 'losses': 1, 'ties': 0}","{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}","{'games': 8, 'wins': 8, 'losses': 0, 'ties': 0}","{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 12, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2029,Arkansas-Pine Bluff,fcs,SWAC,West,,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2032,Arkansas State,fbs,Sun Belt,East,,"{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2046,Austin Peay,fcs,FCS Independents,,,"{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2050,Ball State,fbs,Mid-American,West,,"{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2065,Bethune-Cookman,fcs,MEAC,,,"{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}","{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2083,Bucknell,fcs,Patriot,,,"{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2084,Buffalo,fbs,Mid-American,East,,"{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}","{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2086,Butler,fcs,Pioneer,,,"{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}","{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}","{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}","{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2110,Central Arkansas,fcs,FCS Independents,,,"{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 4, 'wins': 4, 'losses': 0, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2115,Central Connecticut,fcs,NEC,,,"{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}","{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 4, 'wins': 4, 'losses': 0, 'ties': 0}","{'games': 3, 'wins': 2, 'losses': 1, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2116,UCF,fbs,Conference USA,East,,"{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}","{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2117,Central Michigan,fbs,Mid-American,West,,"{'games': 14, 'wins': 10, 'losses': 4, 'ties': 0}","{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}","{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}"
2006,2127,Charleston Southern,fcs,Big South,,,"{'games': 11, 'wins': 9, 'losses': 2, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 9, 'losses': 2, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2132,Cincinnati,fbs,Big East,,,"{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}","{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}","{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}"
2006,2142,Colgate,fcs,Patriot,,,"{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 3, 'wins': 0, 'losses': 3, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2166,Davidson,fcs,Pioneer,,,"{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}","{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2168,Dayton,fcs,Pioneer,,,"{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}","{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 3, 'wins': 0, 'losses': 3, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2169,Delaware State,fcs,MEAC,,,"{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}","{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}","{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2181,Drake,fcs,Pioneer,,,"{'games': 11, 'wins': 9, 'losses': 2, 'ties': 0}","{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}","{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}","{'games': 3, 'wins': 3, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 9, 'losses': 2, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2184,Duquesne,fcs,Metro Atlantic Athletic,,,"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 2, 'wins': 2, 'losses': 0, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2197,Eastern Illinois,fcs,OVC,,,"{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}","{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}","{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2198,Eastern Kentucky,fcs,OVC,,,"{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2199,Eastern Michigan,fbs,Mid-American,West,,"{'games': 12, 'wins': 1, 'losses': 11, 'ties': 0}","{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}","{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 1, 'losses': 11, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2210,Elon,fcs,Southern,,,"{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}","{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2226,Florida Atlantic,fbs,Sun Belt,,,"{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}","{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2229,Florida International,fbs,Sun Belt,,,"{'games': 12, 'wins': 0, 'losses': 12, 'ties': 0}","{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}","{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 0, 'losses': 12, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2230,Fordham,fcs,Patriot,,,"{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}","{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2241,Gardner-Webb,fcs,Big South,,,"{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2261,Hampton,fcs,MEAC,,,"{'games': 12, 'wins': 10, 'losses': 2, 'ties': 0}","{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}","{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 3, 'wins': 2, 'losses': 1, 'ties': 0}","{'games': 3, 'wins': 3, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 10, 'losses': 2, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2275,Hofstra,fcs,Atlantic 10,North,,"{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}","{'games': 9, 'wins': 1, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2287,Illinois State,fcs,MVFC,,,"{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2294,Iowa,fbs,Big Ten,,,"{'games': 13, 'wins': 6, 'losses': 7, 'ties': 0}","{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}","{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
2006,2296,Jackson State,fcs,SWAC,East,,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2305,Kansas,fbs,Big 12,North,,"{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}","{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}","{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2306,Kansas State,fbs,Big 12,North,,"{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}","{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}","{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}","{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
2006,2309,Kent State,fbs,Mid-American,East,,"{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2325,La Salle,fcs,Metro Atlantic Athletic,,,"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}","{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}","{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2329,Lehigh,fcs,Patriot,,,"{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2335,Liberty,fcs,Big South,,,"{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2348,Louisiana Tech,fbs,Western Athletic,,,"{'games': 13, 'wins': 3, 'losses': 10, 'ties': 0}","{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 3, 'losses': 10, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2368,Marist,fcs,Metro Atlantic Athletic,,,"{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}","{'games': 3, 'wins': 3, 'losses': 0, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2377,McNeese,fcs,Southland,,,"{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2390,Miami,fbs,ACC,Coastal,,"{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}","{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 2, 'wins': 2, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}"
2006,2393,Middle Tennessee,fbs,Sun Belt,,,"{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}","{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}","{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
2006,2405,Monmouth,fcs,NEC,,,"{'games': 12, 'wins': 10, 'losses': 2, 'ties': 0}","{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 3, 'wins': 3, 'losses': 0, 'ties': 0}","{'games': 9, 'wins': 7, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 10, 'losses': 2, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2413,Morehead State,fcs,Pioneer,,,"{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}","{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2415,Morgan State,fcs,MEAC,,,"{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}","{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2426,Navy,fbs,FBS Independents,,,"{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
2006,2433,UL Monroe,fbs,Sun Belt,East,,"{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}","{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}","{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2439,UNLV,fbs,Mountain West,,,"{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}","{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}","{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2440,Nevada,fbs,Western Athletic,,,"{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}","{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 8, 'losses': 4, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
2006,2447,Nicholls,fcs,Southland,,,"{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}","{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2448,North Carolina A&T,fcs,MEAC,,,"{'games': 11, 'wins': 0, 'losses': 11, 'ties': 0}","{'games': 8, 'wins': 0, 'losses': 8, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 0, 'losses': 11, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
2006,2449,North Dakota State,fcs,Great West,,,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}"
