year,team,total_picks,weighted_draft_score,first_round_picks,second_round_picks
2012,Nicholls,0,0,0,0
2012,SMU,4,8,0,0
2012,Portland State,0,0,0,0
2012,Central Arkansas,0,0,0,0
2012,Central Connecticut,0,0,0,0
2012,Delaware,1,3,0,0
2012,Coastal Carolina,1,2,0,0
2012,Elon,0,0,0,0
2012,Tennessee State,0,0,0,0
2012,App State,1,5,0,1
2012,Eastern Kentucky,0,0,0,0
2012,McNeese,0,0,0,0
2012,Northern Iowa,0,0,0,0
2012,Utah State,3,9,0,1
2012,Richmond,0,0,0,0
2012,San Diego,0,0,0,0
2012,Middle Tennessee,0,0,0,0
2012,Buffalo,0,0,0,0
2012,Jackson State,0,0,0,0
2012,Villanova,0,0,0,0
2012,Gardner-Webb,0,0,0,0
2012,Ohio,1,1,0,0
2012,Army,0,0,0,0
2012,Idaho,1,2,0,0
2012,Western Illinois,0,0,0,0
2012,William & Mary,0,0,0,0
2012,Rice,1,1,0,0
2012,Sam Houston,0,0,0,0
2012,Monmouth,0,0,0,0
2012,Norfolk State,0,0,0,0
2012,Stephen F. Austin,0,0,0,0
2012,Liberty,0,0,0,0
2012,Massachusetts,0,0,0,0
2012,Missouri State,0,0,0,0
2012,Eastern Illinois,0,0,0,0
2012,Murray State,0,0,0,0
2012,Fordham,0,0,0,0
2012,Florida Atlantic,1,1,0,0
2012,James Madison,0,0,0,0
2012,South Dakota State,0,0,0,0
2012,South Carolina State,1,3,0,0
2012,Lehigh,0,0,0,0
2012,New Mexico State,1,1,0,0
2012,Chattanooga,1,1,0,0
2012,Yale,0,0,0,0
2012,Montana State,0,0,0,0
2012,Florida A&M,0,0,0,0
2012,Presbyterian,1,1,0,0
2012,South Dakota,1,1,0,0
2012,SE Louisiana,0,0,0,0
2012,Arkansas-Pine Bluff,0,0,0,0
2012,Georgia Southern,0,0,0,0
2012,UT Martin,0,0,0,0
2012,Western Kentucky,0,0,0,0
2012,Jacksonville State,0,0,0,0
2012,Princeton,0,0,0,0
2012,Southern Utah,0,0,0,0
2012,Duke,0,0,0,0
2012,Marist,0,0,0,0
2012,Delaware State,0,0,0,0
2012,Texas Southern,0,0,0,0
2012,Navy,0,0,0,0
2012,UTSA,0,0,0,0
2012,South Alabama,0,0,0,0
2012,Charlotte,0,0,0,0
2012,Youngstown State,0,0,0,0
2012,Grambling,0,0,0,0
2012,Lamar,0,0,0,0
2012,Bucknell,0,0,0,0
2012,Drake,0,0,0,0
2012,Georgia State,0,0,0,0
2012,Pennsylvania,0,0,0,0
2012,Wagner,0,0,0,0
2012,Western Carolina,0,0,0,0
2012,Southeast Missouri State,0,0,0,0
2012,Old Dominion,0,0,0,0
2012,Prairie View A&M,0,0,0,0
2012,Morgan State,0,0,0,0
2012,Air Force,0,0,0,0
2012,Dayton,0,0,0,0
2012,Rhode Island,0,0,0,0
2012,North Texas,0,0,0,0
2013,Utah,2,8,1,0
2013,Auburn,1,4,0,0
2013,Michigan,2,3,0,0
2013,Texas,3,14,1,0
2013,West Virginia,3,16,1,1
2013,South Carolina,7,17,0,1
2013,Miami,2,3,0,0
2013,USC,4,15,0,1
2013,Troy,0,0,0,0
2013,Maryland,1,1,0,0
2013,Oklahoma,5,14,1,0
2013,Georgia,8,28,2,0
2013,Florida State,11,39,3,2
2013,Wisconsin,3,14,1,1
2013,LSU,9,36,2,1
2013,Arkansas,4,9,0,0
2013,Nebraska,2,2,0,0
2013,California,4,10,0,0
2013,Ole Miss,0,0,0,0
2013,UAB,0,0,0,0
2013,Northwestern,0,0,0,0
2013,Virginia,1,2,0,0
2013,Fresno State,1,3,0,0
2013,Houston,1,7,1,0
2013,Eastern Washington,0,0,0,0
2013,Tennessee,4,17,1,1
2013,Iowa,1,2,0,0
2013,Ohio State,3,9,0,1
2013,Howard,0,0,0,0
2013,Bethune-Cookman,0,0,0,0
2013,Washington,1,7,1,0
2013,Louisville,0,0,0,0
2013,Oklahoma State,1,2,0,0
2013,Clemson,4,13,1,0
2013,Texas A&M,5,20,1,1
2013,Illinois,4,10,0,0
2013,Northern Colorado,0,0,0,0
2013,San Diego State,3,10,0,1
2013,Syracuse,3,13,1,0
2013,Stanford,3,10,0,1
2013,Akron,0,0,0,0
2013,Indiana,0,0,0,0
2013,Arizona State,0,0,0,0
2013,Florida,8,31,2,1
2013,Notre Dame,6,16,1,1
2013,Virginia Tech,2,2,0,0
2013,Washington State,1,1,0,0
2013,Louisiana Tech,2,5,0,0
2013,Alabama,9,37,3,1
2013,UConn,5,16,0,0
2013,Iowa State,2,3,0,0
2013,Missouri,2,11,1,0
2013,Cal Poly,0,0,0,0
2013,NC State,3,11,0,1
2013,Kentucky,1,4,0,0
2013,Oregon,5,21,2,1
2013,Toledo,0,0,0,0
2013,Purdue,1,5,0,1
2013,Minnesota,0,0,0,0
2013,Southern Illinois,0,0,0,0
2013,Mississippi State,3,12,0,2
2013,Hampton,0,0,0,0
2013,Central Michigan,1,7,1,0
2013,UCLA,4,13,1,0
2013,North Carolina,5,24,2,1
2013,BYU,1,7,1,0
2013,Texas Tech,0,0,0,0
2013,Kansas State,3,9,0,1
2013,New Mexico,0,0,0,0
2013,Tulane,0,0,0,0
2013,Illinois State,1,1,0,0
2013,Kansas,1,2,0,0
2013,North Carolina A&T,0,0,0,0
2013,Cincinnati,1,4,0,0
2013,Miami (OH),1,1,0,0
2013,UNLV,0,0,0,0
2013,Wake Forest,1,1,0,0
2013,Montana,0,0,0,0
2013,Southern Miss,1,5,0,1
2013,TCU,2,5,0,0
2013,Tennessee Tech,0,0,0,0
2013,North Dakota State,0,0,0,0
2013,Temple,0,0,0,0
2013,UL Monroe,0,0,0,0
2013,Oregon State,2,5,0,0
2013,Hawai'i,0,0,0,0
2013,Louisiana,0,0,0,0
2013,Vanderbilt,2,3,0,0
2013,Ball State,0,0,0,0
2013,Colorado State,0,0,0,0
2013,Baylor,1,4,0,0
2013,Michigan State,3,11,0,1
2013,Marshall,1,5,0,1
2013,Pittsburgh,0,0,0,0
2013,UTEP,0,0,0,0
2013,The Citadel,0,0,0,0
2013,Tulsa,0,0,0,0
2013,Eastern Michigan,0,0,0,0
2013,Northern Arizona,0,0,0,0
2013,Bowling Green,1,1,0,0
2013,Harvard,1,3,0,0
2013,Penn State,4,9,0,0
2013,Memphis,0,0,0,0
2013,Boston College,0,0,0,0
2013,Colorado,2,4,0,0
2013,Boise State,1,5,0,1
2013,Western Michigan,0,0,0,0
2013,Alabama State,0,0,0,0
2013,Weber State,0,0,0,0
2013,Northwestern State,0,0,0,0
2013,Georgia Tech,0,0,0,0
2013,UCF,2,2,0,0
2013,East Carolina,0,0,0,0
2013,Furman,0,0,0,0
2013,North Dakota,0,0,0,0
2013,Nevada,2,4,0,0
2013,Cornell,1,3,0,0
2013,Wyoming,0,0,0,0
2013,Texas State,0,0,0,0
2013,Samford,1,1,0,0
2013,Arizona,0,0,0,0
2013,Maine,0,0,0,0
2013,Rutgers,7,15,0,0
2013,Kent State,1,4,0,0
2013,San José State,1,1,0,0
2013,Northern Illinois,0,0,0,0
2013,South Florida,3,6,0,0
2013,Brown,0,0,0,0
2013,Towson,0,0,0,0
2013,Florida International,2,6,0,1
2013,North Carolina Central,0,0,0,0
2013,Alabama A&M,0,0,0,0
2013,New Hampshire,1,1,0,0
2013,Arkansas State,1,1,0,0
2013,Nicholls,0,0,0,0
2013,SMU,1,5,0,1
2013,Portland State,0,0,0,0
2013,Central Arkansas,0,0,0,0
2013,Central Connecticut,0,0,0,0
2013,Delaware,0,0,0,0
2013,Coastal Carolina,0,0,0,0
2013,Elon,1,1,0,0
2013,Tennessee State,0,0,0,0
2013,App State,2,3,0,0
2013,Eastern Kentucky,0,0,0,0
2013,McNeese,0,0,0,0
2013,Northern Iowa,0,0,0,0
2013,Utah State,2,5,0,0
2013,Richmond,1,2,0,0
2013,San Diego,0,0,0,0
2013,Middle Tennessee,0,0,0,0
2013,Buffalo,1,2,0,0
2013,Jackson State,0,0,0,0
2013,Villanova,0,0,0,0
2013,Gardner-Webb,0,0,0,0
2013,Ohio,1,1,0,0
2013,Army,0,0,0,0
2013,Idaho,0,0,0,0
2013,Western Illinois,0,0,0,0
2013,William & Mary,1,3,0,0
2013,Rice,2,7,0,1
2013,Sam Houston,0,0,0,0
2013,Monmouth,0,0,0,0
2013,Norfolk State,0,0,0,0
2013,Stephen F. Austin,0,0,0,0
2013,Liberty,0,0,0,0
2013,Massachusetts,1,1,0,0
2013,Missouri State,0,0,0,0
2013,Eastern Illinois,0,0,0,0
2013,Murray State,0,0,0,0
2013,Fordham,0,0,0,0
2013,Florida Atlantic,0,0,0,0
2013,James Madison,1,3,0,0
2013,South Dakota State,0,0,0,0
2013,South Carolina State,0,0,0,0
2013,Lehigh,0,0,0,0
2013,New Mexico State,1,1,0,0
2013,Chattanooga,0,0,0,0
2013,Yale,0,0,0,0
2013,Montana State,0,0,0,0
2013,Florida A&M,1,1,0,0
2013,Presbyterian,0,0,0,0
2013,South Dakota,0,0,0,0
2013,SE Louisiana,1,5,0,1
2013,Arkansas-Pine Bluff,1,4,0,0
2013,Georgia Southern,1,4,0,0
2013,UT Martin,1,2,0,0
2013,Western Kentucky,1,2,0,0
2013,Jacksonville State,1,1,0,0
2013,Princeton,1,1,0,0
2013,Southern Utah,1,1,0,0
2013,Duke,1,1,0,0
2013,Marist,0,0,0,0
2013,Delaware State,0,0,0,0
2013,Texas Southern,0,0,0,0
2013,Navy,0,0,0,0
2013,UTSA,0,0,0,0
2013,South Alabama,0,0,0,0
2013,Charlotte,0,0,0,0
2013,Youngstown State,0,0,0,0
2013,Grambling,0,0,0,0
2013,Lamar,0,0,0,0
2013,Bucknell,0,0,0,0
2013,Drake,0,0,0,0
2013,Georgia State,0,0,0,0
2013,Pennsylvania,0,0,0,0
2013,Wagner,0,0,0,0
2013,Western Carolina,0,0,0,0
2013,Southeast Missouri State,0,0,0,0
2013,Old Dominion,0,0,0,0
2013,Prairie View A&M,0,0,0,0
2013,Morgan State,0,0,0,0
2013,Air Force,0,0,0,0
2013,Dayton,0,0,0,0
2013,Rhode Island,0,0,0,0
2013,North Texas,0,0,0,0
2014,Utah,2,4,0,0
2014,Auburn,4,19,2,0
2014,Michigan,3,12,1,0
2014,Texas,0,0,0,0
2014,West Virginia,2,8,0,0
2014,South Carolina,2,10,1,0
2014,Miami,3,6,0,0
2014,USC,3,11,0,1
2014,Troy,0,0,0,0
2014,Maryland,1,4,0,0
2014,Oklahoma,4,8,0,0
2014,Georgia,2,4,0,0
2014,Florida State,7,29,1,2
2014,Wisconsin,5,14,0,0
2014,LSU,9,31,1,3
2014,Arkansas,4,8,0,0
2014,Nebraska,3,10,0,1
2014,California,2,7,0,0
2014,Ole Miss,1,4,0,0
2014,UAB,0,0,0,0
2014,Northwestern,0,0,0,0
2014,Virginia,3,8,0,0
2014,Fresno State,2,10,0,2
2014,Houston,0,0,0,0
2014,Eastern Washington,0,0,0,0
2014,Tennessee,3,9,1,0
2014,Iowa,3,11,0,0
2014,Ohio State,6,27,2,2
2014,Howard,0,0,0,0
2014,Bethune-Cookman,0,0,0,0
2014,Washington,2,10,0,2
2014,Louisville,4,25,3,0
2014,Oklahoma State,1,7,1,0
2014,Clemson,5,18,1,0
2014,Texas A&M,3,21,3,0
2014,Illinois,0,0,0,0
2014,Northern Colorado,0,0,0,0
2014,San Diego State,2,3,0,0
2014,Syracuse,2,6,0,0
2014,Stanford,6,14,0,1
2014,Akron,0,0,0,0
2014,Indiana,2,6,0,1
2014,Arizona State,3,8,0,0
2014,Florida,4,13,1,0
2014,Notre Dame,8,30,1,2
2014,Virginia Tech,3,11,1,0
2014,Washington State,1,7,1,0
2014,Louisiana Tech,2,4,0,0
2014,Alabama,8,29,2,1
2014,UConn,2,2,0,0
2014,Iowa State,1,2,0,0
2014,Missouri,4,12,0,2
2014,Cal Poly,0,0,0,0
2014,NC State,1,3,0,0
2014,Kentucky,1,2,0,0
2014,Oregon,4,10,0,0
2014,Toledo,0,0,0,0
2014,Purdue,2,4,0,0
2014,Minnesota,2,8,0,1
2014,Southern Illinois,0,0,0,0
2014,Mississippi State,1,4,0,0
2014,Hampton,0,0,0,0
2014,Central Michigan,0,0,0,0
2014,UCLA,5,19,1,1
2014,North Carolina,5,18,1,0
2014,BYU,1,5,0,1
2014,Texas Tech,2,6,0,1
2014,Kansas State,1,1,0,0
2014,New Mexico,0,0,0,0
2014,Tulane,1,2,0,0
2014,Illinois State,1,1,0,0
2014,Kansas,0,0,0,0
2014,North Carolina A&T,0,0,0,0
2014,Cincinnati,0,0,0,0
2014,Miami (OH),0,0,0,0
2014,UNLV,0,0,0,0
2014,Wake Forest,1,1,0,0
2014,Montana,1,2,0,0
2014,Southern Miss,1,4,0,0
2014,TCU,1,7,1,0
2014,Tennessee Tech,0,0,0,0
2014,North Dakota State,1,4,0,0
2014,Temple,0,0,0,0
2014,UL Monroe,0,0,0,0
2014,Oregon State,2,11,1,0
2014,Hawai'i,0,0,0,0
2014,Louisiana,0,0,0,0
2014,Vanderbilt,3,8,0,1
2014,Ball State,2,3,0,0
2014,Colorado State,2,9,0,1
2014,Baylor,5,6,0,0
2014,Michigan State,1,7,1,0
2014,Marshall,1,1,0,0
2014,Pittsburgh,3,12,1,0
2014,UTEP,0,0,0,0
2014,The Citadel,0,0,0,0
2014,Tulsa,0,0,0,0
2014,Eastern Michigan,0,0,0,0
2014,Northern Arizona,0,0,0,0
2014,Bowling Green,0,0,0,0
2014,Harvard,0,0,0,0
2014,Penn State,3,10,0,1
2014,Memphis,1,1,0,0
2014,Boston College,4,8,0,0
2014,Colorado,1,5,0,1
2014,Boise State,3,7,0,1
2014,Western Michigan,0,0,0,0
2014,Alabama State,0,0,0,0
2014,Weber State,0,0,0,0
2014,Northwestern State,0,0,0,0
2014,Georgia Tech,3,7,0,1
2014,UCF,2,8,1,0
2014,East Carolina,0,0,0,0
2014,Furman,1,3,0,0
2014,North Dakota,0,0,0,0
2014,Nevada,1,5,0,1
2014,Cornell,0,0,0,0
2014,Wyoming,2,4,0,0
2014,Texas State,0,0,0,0
2014,Samford,0,0,0,0
2014,Arizona,3,6,0,0
2014,Maine,1,1,0,0
2014,Rutgers,0,0,0,0
2014,Kent State,1,4,0,0
2014,San José State,2,3,0,0
2014,Northern Illinois,2,8,1,0
2014,South Florida,1,2,0,0
2014,Brown,0,0,0,0
2014,Towson,1,4,0,0
2014,Florida International,0,0,0,0
2014,North Carolina Central,0,0,0,0
2014,Alabama A&M,0,0,0,0
2014,New Hampshire,0,0,0,0
2014,Arkansas State,1,2,0,0
2014,Nicholls,0,0,0,0
2014,SMU,2,2,0,0
2014,Portland State,1,1,0,0
2014,Central Arkansas,0,0,0,0
2014,Central Connecticut,0,0,0,0
2014,Delaware,0,0,0,0
2014,Coastal Carolina,2,4,0,0
2014,Elon,0,0,0,0
2014,Tennessee State,2,3,0,0
2014,App State,0,0,0,0
2014,Eastern Kentucky,0,0,0,0
2014,McNeese,0,0,0,0
2014,Northern Iowa,0,0,0,0
2014,Utah State,2,6,0,0
2014,Richmond,0,0,0,0
2014,San Diego,0,0,0,0
2014,Middle Tennessee,1,2,0,0
2014,Buffalo,1,7,1,0
2014,Jackson State,0,0,0,0
2014,Villanova,0,0,0,0
2014,Gardner-Webb,0,0,0,0
2014,Ohio,1,1,0,0
2014,Army,0,0,0,0
2014,Idaho,0,0,0,0
2014,Western Illinois,0,0,0,0
2014,William & Mary,0,0,0,0
2014,Rice,1,4,0,0
2014,Sam Houston,0,0,0,0
2014,Monmouth,0,0,0,0
2014,Norfolk State,0,0,0,0
2014,Stephen F. Austin,0,0,0,0
2014,Liberty,1,3,0,0
2014,Massachusetts,1,1,0,0
2014,Missouri State,0,0,0,0
2014,Eastern Illinois,1,5,0,1
2014,Murray State,1,1,0,0
2014,Fordham,0,0,0,0
2014,Florida Atlantic,2,3,0,0
2014,James Madison,0,0,0,0
2014,South Dakota State,0,0,0,0
2014,South Carolina State,0,0,0,0
2014,Lehigh,0,0,0,0
2014,New Mexico State,0,0,0,0
2014,Chattanooga,0,0,0,0
2014,Yale,0,0,0,0
2014,Montana State,0,0,0,0
2014,Florida A&M,0,0,0,0
2014,Presbyterian,0,0,0,0
2014,South Dakota,1,1,0,0
2014,SE Louisiana,0,0,0,0
2014,Arkansas-Pine Bluff,0,0,0,0
2014,Georgia Southern,2,5,0,0
2014,UT Martin,0,0,0,0
2014,Western Kentucky,2,2,0,0
2014,Jacksonville State,0,0,0,0
2014,Princeton,1,2,0,0
2014,Southern Utah,0,0,0,0
2014,Duke,1,3,0,0
2014,Marist,1,1,0,0
2014,Delaware State,0,0,0,0
2014,Texas Southern,0,0,0,0
2014,Navy,0,0,0,0
2014,UTSA,0,0,0,0
2014,South Alabama,0,0,0,0
2014,Charlotte,0,0,0,0
2014,Youngstown State,0,0,0,0
2014,Grambling,0,0,0,0
2014,Lamar,0,0,0,0
2014,Bucknell,0,0,0,0
2014,Drake,0,0,0,0
2014,Georgia State,0,0,0,0
2014,Pennsylvania,0,0,0,0
2014,Wagner,0,0,0,0
2014,Western Carolina,0,0,0,0
2014,Southeast Missouri State,0,0,0,0
2014,Old Dominion,0,0,0,0
2014,Prairie View A&M,0,0,0,0
2014,Morgan State,0,0,0,0
2014,Air Force,0,0,0,0
2014,Dayton,0,0,0,0
2014,Rhode Island,0,0,0,0
2014,North Texas,0,0,0,0
2015,Utah,4,15,0,2
2015,Auburn,5,14,0,0
2015,Michigan,3,13,0,2
2015,Texas,5,15,1,0
2015,West Virginia,4,13,1,0
2015,South Carolina,4,9,0,0
2015,Miami,7,31,2,1
2015,USC,6,22,2,0
2015,Troy,0,0,0,0
2015,Maryland,2,3,0,0
2015,Oklahoma,6,17,0,1
2015,Georgia,5,17,1,0
2015,Florida State,11,42,2,3
2015,Wisconsin,2,12,1,1
2015,LSU,4,13,0,1
2015,Arkansas,5,8,0,0
2015,Nebraska,3,12,0,2
2015,California,0,0,0,0
2015,Ole Miss,1,5,0,1
2015,UAB,2,3,0,0
2015,Northwestern,2,4,0,0
2015,Virginia,2,5,0,0
2015,Fresno State,3,4,0,0
2015,Houston,0,0,0,0
2015,Eastern Washington,1,1,0,0
2015,Tennessee,0,0,0,0
2015,Iowa,3,14,1,0
2015,Ohio State,5,14,0,1
2015,Howard,0,0,0,0
2015,Bethune-Cookman,0,0,0,0
2015,Washington,4,26,3,1
2015,Louisville,10,27,1,0
2015,Oklahoma State,1,1,0,0
2015,Clemson,5,19,2,0
2015,Texas A&M,2,9,1,0
2015,Illinois,0,0,0,0
2015,Northern Colorado,0,0,0,0
2015,San Diego State,1,3,0,0
2015,Syracuse,0,0,0,0
2015,Stanford,6,26,1,1
2015,Akron,0,0,0,0
2015,Indiana,1,4,0,0
2015,Arizona State,4,17,1,0
2015,Florida,8,29,2,0
2015,Notre Dame,1,1,0,0
2015,Virginia Tech,2,2,0,0
2015,Washington State,2,7,0,0
2015,Louisiana Tech,0,0,0,0
2015,Alabama,7,25,1,2
2015,UConn,2,8,1,0
2015,Iowa State,0,0,0,0
2015,Missouri,6,24,1,3
2015,Cal Poly,0,0,0,0
2015,NC State,0,0,0,0
2015,Kentucky,2,10,1,0
2015,Oregon,5,24,2,1
2015,Toledo,0,0,0,0
2015,Purdue,1,2,0,0
2015,Minnesota,4,12,0,1
2015,Southern Illinois,1,2,0,0
2015,Mississippi State,5,13,0,2
2015,Hampton,0,0,0,0
2015,Central Michigan,1,1,0,0
2015,UCLA,3,11,0,1
2015,North Carolina,0,0,0,0
2015,BYU,0,0,0,0
2015,Texas Tech,0,0,0,0
2015,Kansas State,2,5,0,0
2015,New Mexico,0,0,0,0
2015,Tulane,2,3,0,0
2015,Illinois State,1,2,0,0
2015,Kansas,3,4,0,0
2015,North Carolina A&T,0,0,0,0
2015,Cincinnati,0,0,0,0
2015,Miami (OH),1,5,0,1
2015,UNLV,0,0,0,0
2015,Wake Forest,1,7,1,0
2015,Montana,0,0,0,0
2015,Southern Miss,1,1,0,0
2015,TCU,2,5,0,0
2015,Tennessee Tech,0,0,0,0
2015,North Dakota State,1,2,0,0
2015,Temple,0,0,0,0
2015,UL Monroe,0,0,0,0
2015,Oregon State,5,12,0,0
2015,Hawai'i,1,1,0,0
2015,Louisiana,1,1,0,0
2015,Vanderbilt,0,0,0,0
2015,Ball State,0,0,0,0
2015,Colorado State,2,9,0,1
2015,Baylor,2,4,0,0
2015,Michigan State,4,14,1,0
2015,Marshall,1,1,0,0
2015,Pittsburgh,1,3,0,0
2015,UTEP,0,0,0,0
2015,The Citadel,0,0,0,0
2015,Tulsa,0,0,0,0
2015,Eastern Michigan,0,0,0,0
2015,Northern Arizona,0,0,0,0
2015,Bowling Green,0,0,0,0
2015,Harvard,0,0,0,0
2015,Penn State,3,9,0,1
2015,Memphis,2,3,0,0
2015,Boston College,3,3,0,0
2015,Colorado,0,0,0,0
2015,Boise State,1,2,0,0
2015,Western Michigan,0,0,0,0
2015,Alabama State,0,0,0,0
2015,Weber State,0,0,0,0
2015,Northwestern State,1,1,0,0
2015,Georgia Tech,3,7,0,0
2015,UCF,2,10,1,0
2015,East Carolina,1,3,0,0
2015,Furman,0,0,0,0
2015,North Dakota,0,0,0,0
2015,Nevada,0,0,0,0
2015,Cornell,0,0,0,0
2015,Wyoming,1,1,0,0
2015,Texas State,2,6,0,0
2015,Samford,1,5,0,1
2015,Arizona,0,0,0,0
2015,Maine,0,0,0,0
2015,Rutgers,2,6,0,0
2015,Kent State,0,0,0,0
2015,San José State,1,1,0,0
2015,Northern Illinois,1,1,0,0
2015,South Florida,2,2,0,0
2015,Brown,0,0,0,0
2015,Towson,1,2,0,0
2015,Florida International,0,0,0,0
2015,North Carolina Central,0,0,0,0
2015,Alabama A&M,0,0,0,0
2015,New Hampshire,0,0,0,0
2015,Arkansas State,0,0,0,0
2015,Nicholls,0,0,0,0
2015,SMU,0,0,0,0
2015,Portland State,0,0,0,0
2015,Central Arkansas,1,1,0,0
2015,Central Connecticut,0,0,0,0
2015,Delaware,1,2,0,0
2015,Coastal Carolina,0,0,0,0
2015,Elon,0,0,0,0
2015,Tennessee State,2,3,0,0
2015,App State,0,0,0,0
2015,Eastern Kentucky,0,0,0,0
2015,McNeese,0,0,0,0
2015,Northern Iowa,1,4,0,0
2015,Utah State,0,0,0,0
2015,Richmond,0,0,0,0
2015,San Diego,0,0,0,0
2015,Middle Tennessee,0,0,0,0
2015,Buffalo,1,1,0,0
2015,Jackson State,0,0,0,0
2015,Villanova,0,0,0,0
2015,Gardner-Webb,0,0,0,0
2015,Ohio,0,0,0,0
2015,Army,0,0,0,0
2015,Idaho,0,0,0,0
2015,Western Illinois,0,0,0,0
2015,William & Mary,1,1,0,0
2015,Rice,1,1,0,0
2015,Sam Houston,0,0,0,0
2015,Monmouth,1,1,0,0
2015,Norfolk State,0,0,0,0
2015,Stephen F. Austin,0,0,0,0
2015,Liberty,0,0,0,0
2015,Massachusetts,0,0,0,0
2015,Missouri State,0,0,0,0
2015,Eastern Illinois,0,0,0,0
2015,Murray State,0,0,0,0
2015,Fordham,0,0,0,0
2015,Florida Atlantic,1,4,0,0
2015,James Madison,0,0,0,0
2015,South Dakota State,0,0,0,0
2015,South Carolina State,0,0,0,0
2015,Lehigh,0,0,0,0
2015,New Mexico State,0,0,0,0
2015,Chattanooga,1,2,0,0
2015,Yale,0,0,0,0
2015,Montana State,0,0,0,0
2015,Florida A&M,0,0,0,0
2015,Presbyterian,0,0,0,0
2015,South Dakota,0,0,0,0
2015,SE Louisiana,0,0,0,0
2015,Arkansas-Pine Bluff,0,0,0,0
2015,Georgia Southern,0,0,0,0
2015,UT Martin,0,0,0,0
2015,Western Kentucky,0,0,0,0
2015,Jacksonville State,0,0,0,0
2015,Princeton,0,0,0,0
2015,Southern Utah,0,0,0,0
2015,Duke,2,10,1,0
2015,Marist,0,0,0,0
2015,Delaware State,1,3,0,0
2015,Texas Southern,1,3,0,0
2015,Navy,1,2,0,0
2015,UTSA,0,0,0,0
2015,South Alabama,0,0,0,0
2015,Charlotte,0,0,0,0
2015,Youngstown State,0,0,0,0
2015,Grambling,0,0,0,0
2015,Lamar,0,0,0,0
2015,Bucknell,0,0,0,0
2015,Drake,0,0,0,0
2015,Georgia State,0,0,0,0
2015,Pennsylvania,0,0,0,0
2015,Wagner,0,0,0,0
2015,Western Carolina,0,0,0,0
2015,Southeast Missouri State,0,0,0,0
2015,Old Dominion,0,0,0,0
2015,Prairie View A&M,0,0,0,0
2015,Morgan State,0,0,0,0
2015,Air Force,0,0,0,0
2015,Dayton,0,0,0,0
2015,Rhode Island,0,0,0,0
2015,North Texas,0,0,0,0
2016,Utah,1,3,0,0
2016,Auburn,3,8,0,0
2016,Michigan,3,8,0,0
2016,Texas,1,3,0,0
2016,West Virginia,5,18,1,0
2016,South Carolina,3,6,0,0
2016,Miami,2,10,1,0
2016,USC,4,14,0,1
2016,Troy,0,0,0,0
2016,Maryland,3,11,0,1
2016,Oklahoma,4,11,0,1
2016,Georgia,5,17,1,0
2016,Florida State,2,12,1,1
2016,Wisconsin,2,4,0,0
2016,LSU,5,13,0,1
2016,Arkansas,5,11,0,1
2016,Nebraska,4,12,0,0
2016,California,4,11,1,0
2016,Ole Miss,5,24,3,0
2016,UAB,0,0,0,0
2016,Northwestern,2,4,0,0
2016,Virginia,1,1,0,0
2016,Fresno State,0,0,0,0
2016,Houston,3,9,1,0
2016,Eastern Washington,0,0,0,0
2016,Tennessee,0,0,0,0
2016,Iowa,1,1,0,0
2016,Ohio State,12,63,5,2
2016,Howard,0,0,0,0
2016,Bethune-Cookman,0,0,0,0
2016,Washington,2,2,0,0
2016,Louisville,1,7,1,0
2016,Oklahoma State,1,5,0,1
2016,Clemson,9,30,1,3
2016,Texas A&M,3,12,1,0
2016,Illinois,3,7,0,1
2016,Northern Colorado,0,0,0,0
2016,San Diego State,0,0,0,0
2016,Syracuse,1,1,0,0
2016,Stanford,5,17,1,0
2016,Akron,1,2,0,0
2016,Indiana,3,8,0,1
2016,Arizona State,2,3,0,0
2016,Florida,7,26,2,0
2016,Notre Dame,7,35,2,2
2016,Virginia Tech,2,5,0,0
2016,Washington State,1,2,0,0
2016,Louisiana Tech,3,11,1,0
2016,Alabama,7,36,1,5
2016,UConn,0,0,0,0
2016,Iowa State,0,0,0,0
2016,Missouri,3,7,0,0
2016,Cal Poly,0,0,0,0
2016,NC State,3,11,0,0
2016,Kentucky,1,1,0,0
2016,Oregon,2,8,1,0
2016,Toledo,0,0,0,0
2016,Purdue,1,1,0,0
2016,Minnesota,2,6,0,0
2016,Southern Illinois,0,0,0,0
2016,Mississippi State,3,12,0,1
2016,Hampton,0,0,0,0
2016,Central Michigan,1,1,0,0
2016,UCLA,8,21,1,1
2016,North Carolina,0,0,0,0
2016,BYU,1,4,0,0
2016,Texas Tech,3,7,0,0
2016,Kansas State,1,5,0,1
2016,New Mexico,0,0,0,0
2016,Tulane,0,0,0,0
2016,Illinois State,0,0,0,0
2016,Kansas,0,0,0,0
2016,North Carolina A&T,0,0,0,0
2016,Cincinnati,2,6,0,0
2016,Miami (OH),0,0,0,0
2016,UNLV,0,0,0,0
2016,Wake Forest,0,0,0,0
2016,Montana,1,1,0,0
2016,Southern Miss,2,2,0,0
2016,TCU,5,14,1,0
2016,Tennessee Tech,0,0,0,0
2016,North Dakota State,2,9,1,0
2016,Temple,3,6,0,0
2016,UL Monroe,1,2,0,0
2016,Oregon State,1,4,0,0
2016,Hawai'i,0,0,0,0
2016,Louisiana,0,0,0,0
2016,Vanderbilt,1,1,0,0
2016,Ball State,0,0,0,0
2016,Colorado State,2,3,0,0
2016,Baylor,6,19,1,1
2016,Michigan State,5,16,1,0
2016,Marshall,0,0,0,0
